Setup title,vfet-test
Application test name,"TFT Id-Vg-tian"
Test date,10/31/2017
Test time,12:13:57
Device ID,
Count,36
Flags,!
Remarks,100NM
Name,Gate,Source,Drain,VgStart,VgStop,VgStep,Vs,VdStart,VdStop,VdStep,IgLimit,IntegTime,HoldTime,DelayTime,DrainMinRng
Value,"SMU1:HP	HPSMU","SMU4:HR	HRSMU","SMU3:HR	HRSMU",-110,100,1,0,-0.05,-2,0.2,0.01,MEDIUM,0,0,1nA
Name,Polarity,Lg,Wg,Temp,IdMax
Value,1,1E-06,1E-05,25,0.01
Vgate,Idrain,Isource,Igate,Rds,Vdrain
-110,-5.2284E-09,2.54245E-08,-9.7416E-08,191263101.522454,-0.05
-109,-1.65734E-08,2.52578E-08,-1.18114E-08,60337649.4865266,-0.05
-108,-1.95648E-08,2.52278E-08,-6.4778E-09,51112201.5047432,-0.05
-107,-2.09607E-08,2.52109E-08,-4.5462E-09,47708330.3515627,-0.05
-106,-2.18498E-08,2.51286E-08,-3.4646E-09,45767009.3090097,-0.05
-105,-2.2417E-08,2.5164E-08,-2.73106E-09,44609002.0966231,-0.05
-104,-2.30215E-08,2.52666E-08,-2.37665E-09,43437656.1040766,-0.05
-103,-2.32903E-08,2.53838E-08,-2.05828E-09,42936329.7166632,-0.05
-102,-2.35635E-08,2.52415E-08,-1.72092E-09,42438517.1982091,-0.05
-101,-2.37823E-08,2.53908E-08,-1.54736E-09,42048077.7721246,-0.05
-100,-2.40274E-08,2.55255E-08,-1.35637E-09,41619151.4687399,-0.05
-99,-2.42348E-08,2.56221E-08,-1.3664E-09,41262977.2063314,-0.05
-98,-2.44403E-08,2.57119E-08,-1.12939E-09,40916028.0356624,-0.05
-97,-2.46186E-08,2.58037E-08,-1.09972E-09,40619694.0524644,-0.05
-96,-2.47289E-08,2.58688E-08,-9.91E-10,40438515.2594737,-0.05
-95,-2.49468E-08,2.6028E-08,-9.3135E-10,40085301.5216381,-0.05
-94,-2.51355E-08,2.61832E-08,-8.4882E-10,39784368.7215293,-0.05
-93,-2.53768E-08,2.62866E-08,-8.9183E-10,39406071.6875256,-0.05
-92,-2.53873E-08,2.63799E-08,-7.8583E-10,39389773.626971,-0.05
-91,-2.56152E-08,2.6538E-08,-7.0643E-10,39039320.4035104,-0.05
-90,-2.58919E-08,2.67226E-08,-7.3189E-10,38622117.3417169,-0.05
-89,-2.60962E-08,2.68957E-08,-6.0897E-10,38319755.3666817,-0.05
-88,-2.62981E-08,2.71242E-08,-6.3993E-10,38025560.7819576,-0.05
-87,-2.6458E-08,2.72295E-08,-5.7828E-10,37795751.7575025,-0.05
-86,-2.66595E-08,2.73824E-08,-5.1898E-10,37510080.8342242,-0.05
-85,-2.68051E-08,2.75164E-08,-5.2404E-10,37306333.4962377,-0.05
-84,-2.71091E-08,2.78405E-08,-4.6142E-10,36887982.2642581,-0.05
-83,-2.73612E-08,2.80834E-08,-4.2282E-10,36548104.6152947,-0.05
-82,-2.76272E-08,2.82728E-08,-5.1576E-10,36196212.4283315,-0.05
-81,-2.78921E-08,2.85421E-08,-4.9468E-10,35852445.6745817,-0.05
-80,-2.83044E-08,2.88391E-08,-3.7975E-10,35330196.0119275,-0.05
-79,-2.86393E-08,2.91932E-08,-3.6137E-10,34917054.5369475,-0.05
-78,-2.89917E-08,2.95862E-08,-3.7811E-10,34492630.6494618,-0.05
-77,-2.93266E-08,2.98454E-08,-4.34096E-10,34098736.3008327,-0.05
-76,-2.97467E-08,3.02848E-08,-3.2699E-10,33617174.3420279,-0.05
-75,-3.01305E-08,3.07278E-08,-3.5497E-10,33188961.3514545,-0.05
-74,-3.05106E-08,3.10514E-08,-3.109E-10,32775494.4183333,-0.05
-73,-3.10525E-08,3.152E-08,-2.3906E-10,32203526.2861283,-0.05
-72,-3.16133E-08,3.20855E-08,-2.6889E-10,31632256.0441333,-0.05
-71,-3.218E-08,3.2614E-08,-1.8429E-10,31075201.9888129,-0.05
-70,-3.26809E-08,3.31238E-08,-1.9049E-10,30598912.5146492,-0.05
-69,-3.33592E-08,3.36808E-08,-2.0276E-10,29976738.0512722,-0.05
-68,-3.38576E-08,3.43273E-08,-9.214E-11,29535466.1877983,-0.05
-67,-3.44782E-08,3.49385E-08,-1.1644E-10,29003834.3068954,-0.05
-66,-3.52405E-08,3.55734E-08,-1.0775E-10,28376441.8779529,-0.05
-65,-3.5996E-08,3.63194E-08,-5.668E-11,27780864.5405045,-0.05
-64,-3.66419E-08,3.70142E-08,-1.285E-11,27291161.2116184,-0.05
-63,-3.75422E-08,3.77967E-08,2.494E-11,26636691.509821,-0.05
-62,-3.8326E-08,3.85351E-08,-1.294E-11,26091948.0248395,-0.05
-61,-3.91025E-08,3.9398E-08,2.992E-11,25573812.4160859,-0.05
-60,-4.00363E-08,4.02469E-08,9.371E-11,24977333.0702388,-0.05
-59,-4.09677E-08,4.11556E-08,8.521E-11,24409473.8049732,-0.05
-58,-4.18368E-08,4.20679E-08,1.2522E-10,23902401.7133242,-0.05
-57,-4.28145E-08,4.29785E-08,1.6365E-10,23356573.1235913,-0.05
-56,-4.38461E-08,4.39692E-08,9.145E-11,22807045.5525121,-0.05
-55,-4.48503E-08,4.4964E-08,2.2231E-10,22296394.8959093,-0.05
-54,-4.59097E-08,4.60523E-08,2.3948E-10,21781889.2303805,-0.05
-53,-4.71708E-08,4.72735E-08,1.9588E-10,21199555.6573134,-0.05
-52,-4.83439E-08,4.85075E-08,2.2141E-10,20685132.9743773,-0.05
-51,-4.95163E-08,4.96214E-08,2.8881E-10,20195370.0094716,-0.05
-50,-5.07881E-08,5.07951E-08,3.1808E-10,19689651.7097509,-0.05
-49,-5.19871E-08,5.20574E-08,2.4795E-10,19235541.1246252,-0.05
-48,-5.33136E-08,5.33769E-08,3.7373E-10,18756940.0678251,-0.05
-47,-5.46102E-08,5.47495E-08,3.288E-10,18311597.4671398,-0.05
-46,-5.61152E-08,5.61012E-08,2.9081E-10,17820483.5766423,-0.05
-45,-5.75809E-08,5.76167E-08,3.9608E-10,17366869.9169343,-0.05
-44,-5.90869E-08,5.9057E-08,4.1513E-10,16924225.1666613,-0.05
-43,-6.06939E-08,6.05612E-08,4.3939E-10,16476120.3349925,-0.05
-42,-6.2209E-08,6.22909E-08,4.9714E-10,16074844.4758797,-0.05
-41,-6.39071E-08,6.38106E-08,4.9828E-10,15647713.6343223,-0.05
-40,-6.54159E-08,6.55375E-08,5.0673E-10,15286803.3612623,-0.05
-39,-6.7206E-08,6.71889E-08,4.2473E-10,14879623.8431092,-0.05
-38,-6.89398E-08,6.89508E-08,5.5807E-10,14505409.0670411,-0.05
-37,-7.08494E-08,7.0887E-08,4.7164E-10,14114445.5704635,-0.05
-36,-7.2764E-08,7.26892E-08,5.9873E-10,13743059.7548238,-0.05
-35,-7.46216E-08,7.45615E-08,6.154E-10,13400945.5707195,-0.05
-34,-7.65995E-08,7.6371E-08,6.2836E-10,13054915.5020594,-0.05
-33,-7.86433E-08,7.86091E-08,6.3944E-10,12715641.3833092,-0.05
-32,-8.07314E-08,8.05518E-08,6.563E-10,12386754.1006349,-0.05
-31,-8.29077E-08,8.26814E-08,7.864E-10,12061605.8580807,-0.05
