Setup title,"TFT Id-Vd-Tian"
Application test name,"TFT Id-Vd-Tian"
Test date,3/22/2018
Test time,10:16:33
Device ID,gr-ots-vfet
Count,13
Flags,!
Remarks,idvd-2-pos
Name,Gate,Source,Drain,VgStart,VgStop,VgStep,VdStart,VdStop,VdStep,Vs,IgLimit,IntegTime,HoldTime,DelayTime,DrainMinRng
Value,"SMU1:HP	HPSMU","SMU4:HR	HRSMU","SMU3:HR	HRSMU",0,100,25,-3,3,0.02,0,0.01,MEDIUM,0,0,1nA
Name,Polarity,Lg,Wg,Temp,IdMax
Value,1,1E-06,1E-05,25,0.01
Vdrain,Idrain,Vgate,gds,Rds
-3,-0.000244836,0,0.000106349999999999,9402.91490362018
-2.98,-0.000242709,0,0.000108225,9240.00924000927
-2.96,-0.000240507,0,0.000111525,8966.59941717102
-2.94,-0.000238248,0,0.0001129,8857.39592559786
-2.92,-0.000235991,0,0.0001126,8880.99467140318
-2.9,-0.000233744,0,0.000113125,8839.77900552489
-2.88,-0.000231466,0,0.000113199999999999,8833.92226148414
-2.86,-0.000229216,0,0.00011355,8806.69308674591
-2.84,-0.000226924,0,0.00011415,8760.402978537
-2.82,-0.00022465,0,0.000113300000000001,8826.12533097963
-2.8,-0.000222392,0,0.000113350000000001,8822.23202470217
-2.78,-0.000220116,0,0.000113875,8781.55872667399
-2.76,-0.000217837,0,0.00011315,8837.82589482987
-2.74,-0.00021559,0,0.000112925,8855.43502324553
-2.72,-0.00021332,0,0.0001133,8826.12533097973
-2.7,-0.000211058,0,0.000112975,8851.51582208454
-2.68,-0.000208801,0,0.000113075,8843.68781782002
-2.66,-0.000206535,0,0.0001131,8841.73297966402
-2.64,-0.000204277,0,0.000112525,8886.91401910689
-2.62,-0.000202034,0,0.000112575,8882.96691094822
-2.6,-0.000199774,0,0.000113075,8843.68781782002
-2.58,-0.000197511,0,0.000112599999999999,8880.99467140324
-2.56,-0.00019527,0,0.0001122,8912.65597147951
-2.54,-0.000193023,0,0.00011235,8900.75656430794
-2.52,-0.000190776,0,0.0001118,8944.54382826478
-2.5,-0.000188551,0,0.00011155,8964.58987001346
-2.48,-0.000186314,0,0.0001118,8944.54382826478
-2.46,-0.000184079,0,0.000111275,8986.74455178615
-2.44,-0.000181863,0,0.00011095,9013.06894997747
-2.42,-0.000179641,0,0.0001112,8992.8057553957
-2.4,-0.000177415,0,0.000110725,9031.3840596071
-2.38,-0.000175212,0,0.000110600000000001,9041.59132007229
-2.36,-0.000172991,0,0.000110825,9023.23482968644
-2.34,-0.000170779,0,0.000110075,9084.71496706793
-2.32,-0.000168588,0,0.000109875000000001,9101.25142207044
-2.3,-0.000166384,0,0.000110100000000001,9082.65213442314
-2.28,-0.000164184,0,0.00010995,9095.04320145523
-2.26,-0.000161986,0,0.000109799999999999,9107.46812386161
-2.24,-0.000159792,0,0.0001091,9165.90284142989
-2.22,-0.000157622,0,0.0001089,9182.73645546371
-2.2,-0.000155436,0,0.000109075,9168.00366720151
-2.18,-0.000153259,0,0.000109,9174.31192660553
-2.16,-0.000151076,0,0.0001083,9233.61034164357
-2.14,-0.000148927,0,0.0001079,9267.8405931418
-2.12,-0.00014676,0,0.000108275,9235.74232278921
-2.1,-0.000144596,0,0.000108075,9252.83368031459
-2.08,-0.000142437,0,0.000107775,9278.58965437253
-2.06,-0.000140285,0,0.000106975,9347.97849964948
-2.04,-0.000138158,0,0.00010685,9358.91436593358
-2.02,-0.000136011,0,0.0001069,9354.53695042097
-2,-0.000133882,0,0.000106575,9383.06357025568
-1.98,-0.000131748,0,0.000105825,9449.56295771322
-1.96,-0.000129649,0,0.000105525,9476.42738687516
-1.94,-0.000127527,0,0.000106075,9427.29201036999
-1.92,-0.000125406,0,0.00010565,9465.2153336488
-1.9,-0.000123301,0,0.0001052,9505.70342205322
-1.88,-0.000121198,0,0.0001045,9569.37799043065
-1.86,-0.000119121,0,0.000104275,9590.02637257251
-1.84,-0.000117027,0,0.000104475,9571.66786312515
-1.82,-0.000114942,0,0.0001042,9596.92898272556
-1.8,-0.000112859,0,0.0001033,9680.54211035817
